
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:40:02.054 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   420.   420 a     -0.18505027 H =     -5.03548 eV
   LUMO:   421.   421 a     -0.14010114 H =     -3.81235 eV
   Gap :                    +0.04494914 H =     +1.22313 eV
 
Number of MOs=   3970, Electrons=    840.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 3490.  3490 a                     +4.634125 H =      +126.101 eV
 3489.  3489 a                     +4.632461 H =      +126.056 eV
 3488.  3488 a                     +4.630089 H =      +125.991 eV
 3487.  3487 a                     +4.627140 H =      +125.911 eV
 3486.  3486 a                     +4.620680 H =      +125.735 eV
 3485.  3485 a                     +4.616695 H =      +125.627 eV
 3484.  3484 a                     +4.610602 H =      +125.461 eV
 3483.  3483 a                     +4.609680 H =      +125.436 eV
 3482.  3482 a                     +4.603979 H =      +125.281 eV
 3481.  3481 a                     +4.602736 H =      +125.247 eV
 3480.  3480 a                     +4.596041 H =      +125.065 eV
 3479.  3479 a                     +4.593358 H =      +124.992 eV
 3478.  3478 a                     +4.591047 H =      +124.929 eV
 3477.  3477 a                     +4.589524 H =      +124.887 eV
 3476.  3476 a                     +4.587093 H =      +124.821 eV
 3475.  3475 a                     +4.586414 H =      +124.803 eV
 3474.  3474 a                     +4.585300 H =      +124.772 eV
 3473.  3473 a                     +4.584401 H =      +124.748 eV
 3472.  3472 a                     +4.583681 H =      +124.728 eV
 3471.  3471 a                     +4.582231 H =      +124.689 eV
 3470.  3470 a                     +4.581030 H =      +124.656 eV
 3469.  3469 a                     +4.575165 H =      +124.497 eV
 3468.  3468 a                     +4.573307 H =      +124.446 eV
 3467.  3467 a                     +4.572139 H =      +124.414 eV
 3466.  3466 a                     +4.570959 H =      +124.382 eV
 3465.  3465 a                     +4.567305 H =      +124.283 eV
 3464.  3464 a                     +4.564657 H =      +124.211 eV
 3463.  3463 a                     +4.563057 H =      +124.167 eV
 3462.  3462 a                     +4.555487 H =      +123.961 eV
 3461.  3461 a                     +4.551685 H =      +123.858 eV
 3460.  3460 a                     +4.547870 H =      +123.754 eV
 3459.  3459 a                     +4.543790 H =      +123.643 eV
 3458.  3458 a                     +4.537270 H =      +123.465 eV
 3457.  3457 a                     +4.533134 H =      +123.353 eV
 3456.  3456 a                     +4.532426 H =      +123.334 eV
 3455.  3455 a                     +4.528617 H =      +123.230 eV
 3454.  3454 a                     +4.525858 H =      +123.155 eV
 3453.  3453 a                     +4.520843 H =      +123.018 eV
 3452.  3452 a                     +4.519692 H =      +122.987 eV
 3451.  3451 a                     +4.516755 H =      +122.907 eV
 3450.  3450 a                     +4.514200 H =      +122.838 eV
 3449.  3449 a                     +4.513202 H =      +122.811 eV
 3448.  3448 a                     +4.511129 H =      +122.754 eV
 3447.  3447 a                     +4.510053 H =      +122.725 eV
 3446.  3446 a                     +4.508605 H =      +122.685 eV
 3445.  3445 a                     +4.507716 H =      +122.661 eV
 3444.  3444 a                     +4.505759 H =      +122.608 eV
 3443.  3443 a                     +4.504682 H =      +122.579 eV
 3442.  3442 a                     +4.504347 H =      +122.570 eV
 3441.  3441 a                     +4.503762 H =      +122.554 eV
 3440.  3440 a                     +4.499329 H =      +122.433 eV
 3439.  3439 a                     +4.498842 H =      +122.420 eV
 3438.  3438 a                     +4.496686 H =      +122.361 eV
 3437.  3437 a                     +4.494296 H =      +122.296 eV
 3436.  3436 a                     +4.490736 H =      +122.199 eV
 3435.  3435 a                     +4.490382 H =      +122.190 eV
 3434.  3434 a                     +4.487882 H =      +122.122 eV
 3433.  3433 a                     +4.485427 H =      +122.055 eV
 3432.  3432 a                     +4.483400 H =      +122.000 eV
 3431.  3431 a                     +4.481112 H =      +121.937 eV
 3430.  3430 a                     +4.479230 H =      +121.886 eV
 3429.  3429 a                     +4.476817 H =      +121.820 eV
 3428.  3428 a                     +4.474714 H =      +121.763 eV
 3427.  3427 a                     +4.473615 H =      +121.733 eV
 3426.  3426 a                     +4.471270 H =      +121.670 eV
 3425.  3425 a                     +4.466868 H =      +121.550 eV
 3424.  3424 a                     +4.461357 H =      +121.400 eV
 3423.  3423 a                     +4.459969 H =      +121.362 eV
 3422.  3422 a                     +4.459033 H =      +121.337 eV
 3421.  3421 a                     +4.456111 H =      +121.257 eV
 3420.  3420 a                     +4.452583 H =      +121.161 eV
 3419.  3419 a                     +4.452044 H =      +121.146 eV
 3418.  3418 a                     +4.446513 H =      +120.996 eV
 3417.  3417 a                     +4.443857 H =      +120.924 eV
 3416.  3416 a                     +4.440635 H =      +120.836 eV
 3415.  3415 a                     +4.439384 H =      +120.802 eV
 3414.  3414 a                     +4.436716 H =      +120.729 eV
 3413.  3413 a                     +4.434017 H =      +120.656 eV
 3412.  3412 a                     +4.433450 H =      +120.640 eV
 3411.  3411 a                     +4.430516 H =      +120.561 eV
 3410.  3410 a                     +4.427822 H =      +120.487 eV
 3409.  3409 a                     +4.425535 H =      +120.425 eV
 3408.  3408 a                     +4.422870 H =      +120.352 eV
 3407.  3407 a                     +4.421071 H =      +120.304 eV
 3406.  3406 a                     +4.420234 H =      +120.281 eV
 3405.  3405 a                     +4.418589 H =      +120.236 eV
 3404.  3404 a                     +4.416503 H =      +120.179 eV
 3403.  3403 a                     +4.415092 H =      +120.141 eV
 3402.  3402 a                     +4.413019 H =      +120.084 eV
 3401.  3401 a                     +4.409547 H =      +119.990 eV
 3400.  3400 a                     +4.408746 H =      +119.968 eV
 3399.  3399 a                     +4.406384 H =      +119.904 eV
 3398.  3398 a                     +4.405046 H =      +119.867 eV
 3397.  3397 a                     +4.403871 H =      +119.835 eV
 3396.  3396 a                     +4.402882 H =      +119.809 eV
 3395.  3395 a                     +4.400084 H =      +119.732 eV
 3394.  3394 a                     +4.397858 H =      +119.672 eV
 3393.  3393 a                     +4.396977 H =      +119.648 eV
 3392.  3392 a                     +4.396358 H =      +119.631 eV
 3391.  3391 a                     +4.395530 H =      +119.609 eV
 3390.  3390 a                     +4.393956 H =      +119.566 eV
 3389.  3389 a                     +4.392719 H =      +119.532 eV
 3388.  3388 a                     +4.389140 H =      +119.435 eV
 3387.  3387 a                     +4.386914 H =      +119.374 eV
 3386.  3386 a                     +4.386275 H =      +119.357 eV
 3385.  3385 a                     +4.384330 H =      +119.304 eV
 3384.  3384 a                     +4.383666 H =      +119.286 eV
 3383.  3383 a                     +4.382192 H =      +119.246 eV
 3382.  3382 a                     +4.379614 H =      +119.175 eV
 3381.  3381 a                     +4.376781 H =      +119.098 eV
 3380.  3380 a                     +4.373622 H =      +119.012 eV
 3379.  3379 a                     +4.372631 H =      +118.985 eV
 3378.  3378 a                     +4.368301 H =      +118.868 eV
 3377.  3377 a                     +4.367914 H =      +118.857 eV
 3376.  3376 a                     +4.365162 H =      +118.782 eV
 3375.  3375 a                     +4.364356 H =      +118.760 eV
 3374.  3374 a                     +4.362881 H =      +118.720 eV
 3373.  3373 a                     +4.361047 H =      +118.670 eV
 3372.  3372 a                     +4.357375 H =      +118.570 eV
 3371.  3371 a                     +4.355884 H =      +118.530 eV
 3370.  3370 a                     +4.354131 H =      +118.482 eV
 3369.  3369 a                     +4.352521 H =      +118.438 eV
 3368.  3368 a                     +4.351124 H =      +118.400 eV
 3367.  3367 a                     +4.349905 H =      +118.367 eV
 3366.  3366 a                     +4.347941 H =      +118.314 eV
 3365.  3365 a                     +4.347676 H =      +118.306 eV
 3364.  3364 a                     +4.344534 H =      +118.221 eV
 3363.  3363 a                     +4.342935 H =      +118.177 eV
 3362.  3362 a                     +4.342208 H =      +118.158 eV
 3361.  3361 a                     +4.340854 H =      +118.121 eV
 3360.  3360 a                     +4.339935 H =      +118.096 eV
 3359.  3359 a                     +4.339386 H =      +118.081 eV
 3358.  3358 a                     +4.338719 H =      +118.063 eV
 3357.  3357 a                     +4.337942 H =      +118.041 eV
 3356.  3356 a                     +4.337676 H =      +118.034 eV
 3355.  3355 a                     +4.336575 H =      +118.004 eV
 3354.  3354 a                     +4.334295 H =      +117.942 eV
 3353.  3353 a                     +4.333469 H =      +117.920 eV
 3352.  3352 a                     +4.332051 H =      +117.881 eV
 3351.  3351 a                     +4.331043 H =      +117.854 eV
 3350.  3350 a                     +4.328149 H =      +117.775 eV
 3349.  3349 a                     +4.327511 H =      +117.758 eV
 3348.  3348 a                     +4.326698 H =      +117.736 eV
 3347.  3347 a                     +4.325324 H =      +117.698 eV
 3346.  3346 a                     +4.323871 H =      +117.659 eV
 3345.  3345 a                     +4.320835 H =      +117.576 eV
 3344.  3344 a                     +4.320160 H =      +117.558 eV
 3343.  3343 a                     +4.318435 H =      +117.511 eV
 3342.  3342 a                     +4.317783 H =      +117.493 eV
 3341.  3341 a                     +4.316374 H =      +117.455 eV
 3340.  3340 a                     +4.313189 H =      +117.368 eV
 3339.  3339 a                     +4.313020 H =      +117.363 eV
 3338.  3338 a                     +4.311037 H =      +117.309 eV
 3337.  3337 a                     +4.309508 H =      +117.268 eV
 3336.  3336 a                     +4.308448 H =      +117.239 eV
 3335.  3335 a                     +4.305425 H =      +117.157 eV
 3334.  3334 a                     +4.304659 H =      +117.136 eV
 3333.  3333 a                     +4.303025 H =      +117.091 eV
 3332.  3332 a                     +4.300871 H =      +117.033 eV
 3331.  3331 a                     +4.296695 H =      +116.919 eV
 3330.  3330 a                     +4.292698 H =      +116.810 eV
 3329.  3329 a                     +4.291709 H =      +116.783 eV
 3328.  3328 a                     +4.290763 H =      +116.758 eV
 3327.  3327 a                     +4.288780 H =      +116.704 eV
 3326.  3326 a                     +4.287475 H =      +116.668 eV
 3325.  3325 a                     +4.285284 H =      +116.609 eV
 3324.  3324 a                     +4.283397 H =      +116.557 eV
 3323.  3323 a                     +4.282583 H =      +116.535 eV
 3322.  3322 a                     +4.280800 H =      +116.487 eV
 3321.  3321 a                     +4.278378 H =      +116.421 eV
 3320.  3320 a                     +4.276308 H =      +116.364 eV
 3319.  3319 a                     +4.275557 H =      +116.344 eV
 3318.  3318 a                     +4.271421 H =      +116.231 eV
 3317.  3317 a                     +4.270446 H =      +116.205 eV
 3316.  3316 a                     +4.269992 H =      +116.192 eV
 3315.  3315 a                     +4.267157 H =      +116.115 eV
 3314.  3314 a                     +4.266857 H =      +116.107 eV
 3313.  3313 a                     +4.266247 H =      +116.091 eV
 3312.  3312 a                     +4.265702 H =      +116.076 eV
 3311.  3311 a                     +4.264944 H =      +116.055 eV
 3310.  3310 a                     +4.263691 H =      +116.021 eV
 3309.  3309 a                     +4.261736 H =      +115.968 eV
 3308.  3308 a                     +4.258925 H =      +115.891 eV
 3307.  3307 a                     +4.258176 H =      +115.871 eV
 3306.  3306 a                     +4.256422 H =      +115.823 eV
 3305.  3305 a                     +4.256168 H =      +115.816 eV
 3304.  3304 a                     +4.255494 H =      +115.798 eV
 3303.  3303 a                     +4.254509 H =      +115.771 eV
 3302.  3302 a                     +4.250519 H =      +115.663 eV
 3301.  3301 a                     +4.250376 H =      +115.659 eV
 3300.  3300 a                     +4.247435 H =      +115.579 eV
 3299.  3299 a                     +4.244762 H =      +115.506 eV
 3298.  3298 a                     +4.244226 H =      +115.491 eV
 3297.  3297 a                     +4.242438 H =      +115.443 eV
 3296.  3296 a                     +4.239513 H =      +115.363 eV
 3295.  3295 a                     +4.236984 H =      +115.294 eV
 3294.  3294 a                     +4.234957 H =      +115.239 eV
 3293.  3293 a                     +4.229903 H =      +115.102 eV
 3292.  3292 a                     +4.229006 H =      +115.077 eV
 3291.  3291 a                     +4.225283 H =      +114.976 eV
 3290.  3290 a                     +4.222490 H =      +114.900 eV
 3289.  3289 a                     +4.221397 H =      +114.870 eV
