
 eiger (gplogin1.local) : TURBOMOLE V7.2 ( 21285 ) 30 Jun 2017 at 11:51:10
 Copyright (C) 2017 TURBOMOLE GmbH, Karlsruhe


    2018-01-22 10:38:37.641 

                                                                                
  
 HOMO-LUMO Separation
   HOMO:   415.   415 a     -0.19251350 H =     -5.23856 eV
   LUMO:   416.   416 a     -0.12911887 H =     -3.51351 eV
   Gap :                    +0.06339462 H =     +1.72506 eV
 
Number of MOs=   4716, Electrons=    830.00, Symmetry: c1   
 
   Nr.   Orbital    Occupation       Energy
 4236.  4236 a                     +5.447475 H =      +148.233 eV
 4235.  4235 a                     +5.444541 H =      +148.154 eV
 4234.  4234 a                     +5.441898 H =      +148.082 eV
 4233.  4233 a                     +5.440221 H =      +148.036 eV
 4232.  4232 a                     +5.439024 H =      +148.003 eV
 4231.  4231 a                     +5.435552 H =      +147.909 eV
 4230.  4230 a                     +5.433375 H =      +147.850 eV
 4229.  4229 a                     +5.430592 H =      +147.774 eV
 4228.  4228 a                     +5.428176 H =      +147.708 eV
 4227.  4227 a                     +5.426916 H =      +147.674 eV
 4226.  4226 a                     +5.424072 H =      +147.597 eV
 4225.  4225 a                     +5.420038 H =      +147.487 eV
 4224.  4224 a                     +5.417704 H =      +147.423 eV
 4223.  4223 a                     +5.415729 H =      +147.370 eV
 4222.  4222 a                     +5.413312 H =      +147.304 eV
 4221.  4221 a                     +5.412255 H =      +147.275 eV
 4220.  4220 a                     +5.407745 H =      +147.152 eV
 4219.  4219 a                     +5.406699 H =      +147.124 eV
 4218.  4218 a                     +5.403441 H =      +147.035 eV
 4217.  4217 a                     +5.401271 H =      +146.976 eV
 4216.  4216 a                     +5.399717 H =      +146.934 eV
 4215.  4215 a                     +5.398284 H =      +146.895 eV
 4214.  4214 a                     +5.396439 H =      +146.845 eV
 4213.  4213 a                     +5.395541 H =      +146.820 eV
 4212.  4212 a                     +5.390963 H =      +146.696 eV
 4211.  4211 a                     +5.390439 H =      +146.681 eV
 4210.  4210 a                     +5.387805 H =      +146.610 eV
 4209.  4209 a                     +5.383825 H =      +146.501 eV
 4208.  4208 a                     +5.382443 H =      +146.464 eV
 4207.  4207 a                     +5.380690 H =      +146.416 eV
 4206.  4206 a                     +5.376106 H =      +146.291 eV
 4205.  4205 a                     +5.373289 H =      +146.215 eV
 4204.  4204 a                     +5.373029 H =      +146.208 eV
 4203.  4203 a                     +5.370079 H =      +146.127 eV
 4202.  4202 a                     +5.364030 H =      +145.963 eV
 4201.  4201 a                     +5.359945 H =      +145.852 eV
 4200.  4200 a                     +5.356970 H =      +145.771 eV
 4199.  4199 a                     +5.355927 H =      +145.742 eV
 4198.  4198 a                     +5.354931 H =      +145.715 eV
 4197.  4197 a                     +5.354646 H =      +145.707 eV
 4196.  4196 a                     +5.350684 H =      +145.600 eV
 4195.  4195 a                     +5.345565 H =      +145.460 eV
 4194.  4194 a                     +5.342417 H =      +145.375 eV
 4193.  4193 a                     +5.339973 H =      +145.308 eV
 4192.  4192 a                     +5.337815 H =      +145.249 eV
 4191.  4191 a                     +5.335222 H =      +145.179 eV
 4190.  4190 a                     +5.332715 H =      +145.111 eV
 4189.  4189 a                     +5.330055 H =      +145.038 eV
 4188.  4188 a                     +5.327046 H =      +144.956 eV
 4187.  4187 a                     +5.325173 H =      +144.905 eV
 4186.  4186 a                     +5.320236 H =      +144.771 eV
 4185.  4185 a                     +5.319669 H =      +144.756 eV
 4184.  4184 a                     +5.318202 H =      +144.716 eV
 4183.  4183 a                     +5.314809 H =      +144.623 eV
 4182.  4182 a                     +5.313125 H =      +144.578 eV
 4181.  4181 a                     +5.311912 H =      +144.545 eV
 4180.  4180 a                     +5.308138 H =      +144.442 eV
 4179.  4179 a                     +5.306521 H =      +144.398 eV
 4178.  4178 a                     +5.305670 H =      +144.375 eV
 4177.  4177 a                     +5.303982 H =      +144.329 eV
 4176.  4176 a                     +5.302480 H =      +144.288 eV
 4175.  4175 a                     +5.301101 H =      +144.250 eV
 4174.  4174 a                     +5.300676 H =      +144.239 eV
 4173.  4173 a                     +5.298515 H =      +144.180 eV
 4172.  4172 a                     +5.297636 H =      +144.156 eV
 4171.  4171 a                     +5.294220 H =      +144.063 eV
 4170.  4170 a                     +5.292976 H =      +144.029 eV
 4169.  4169 a                     +5.290509 H =      +143.962 eV
 4168.  4168 a                     +5.288644 H =      +143.911 eV
 4167.  4167 a                     +5.285823 H =      +143.835 eV
 4166.  4166 a                     +5.284273 H =      +143.792 eV
 4165.  4165 a                     +5.282588 H =      +143.747 eV
 4164.  4164 a                     +5.278809 H =      +143.644 eV
 4163.  4163 a                     +5.274885 H =      +143.537 eV
 4162.  4162 a                     +5.274384 H =      +143.523 eV
 4161.  4161 a                     +5.271679 H =      +143.450 eV
 4160.  4160 a                     +5.267425 H =      +143.334 eV
 4159.  4159 a                     +5.265985 H =      +143.295 eV
 4158.  4158 a                     +5.263906 H =      +143.238 eV
 4157.  4157 a                     +5.263355 H =      +143.223 eV
 4156.  4156 a                     +5.261852 H =      +143.182 eV
 4155.  4155 a                     +5.259288 H =      +143.113 eV
 4154.  4154 a                     +5.257626 H =      +143.067 eV
 4153.  4153 a                     +5.255069 H =      +142.998 eV
 4152.  4152 a                     +5.252932 H =      +142.940 eV
 4151.  4151 a                     +5.251931 H =      +142.912 eV
 4150.  4150 a                     +5.247294 H =      +142.786 eV
 4149.  4149 a                     +5.244588 H =      +142.713 eV
 4148.  4148 a                     +5.243955 H =      +142.695 eV
 4147.  4147 a                     +5.243268 H =      +142.677 eV
 4146.  4146 a                     +5.240436 H =      +142.600 eV
 4145.  4145 a                     +5.238635 H =      +142.551 eV
 4144.  4144 a                     +5.235351 H =      +142.461 eV
 4143.  4143 a                     +5.233867 H =      +142.421 eV
 4142.  4142 a                     +5.231310 H =      +142.351 eV
 4141.  4141 a                     +5.231078 H =      +142.345 eV
 4140.  4140 a                     +5.230375 H =      +142.326 eV
 4139.  4139 a                     +5.226550 H =      +142.222 eV
 4138.  4138 a                     +5.224944 H =      +142.178 eV
 4137.  4137 a                     +5.222407 H =      +142.109 eV
 4136.  4136 a                     +5.221051 H =      +142.072 eV
 4135.  4135 a                     +5.219718 H =      +142.036 eV
 4134.  4134 a                     +5.217429 H =      +141.974 eV
 4133.  4133 a                     +5.217084 H =      +141.964 eV
 4132.  4132 a                     +5.215683 H =      +141.926 eV
 4131.  4131 a                     +5.211548 H =      +141.814 eV
 4130.  4130 a                     +5.208780 H =      +141.738 eV
 4129.  4129 a                     +5.206511 H =      +141.676 eV
 4128.  4128 a                     +5.202209 H =      +141.559 eV
 4127.  4127 a                     +5.200559 H =      +141.514 eV
 4126.  4126 a                     +5.197007 H =      +141.418 eV
 4125.  4125 a                     +5.194796 H =      +141.358 eV
 4124.  4124 a                     +5.193917 H =      +141.334 eV
 4123.  4123 a                     +5.193002 H =      +141.309 eV
 4122.  4122 a                     +5.190647 H =      +141.245 eV
 4121.  4121 a                     +5.188997 H =      +141.200 eV
 4120.  4120 a                     +5.188154 H =      +141.177 eV
 4119.  4119 a                     +5.187464 H =      +141.158 eV
 4118.  4118 a                     +5.185228 H =      +141.097 eV
 4117.  4117 a                     +5.184588 H =      +141.080 eV
 4116.  4116 a                     +5.182688 H =      +141.028 eV
 4115.  4115 a                     +5.182125 H =      +141.013 eV
 4114.  4114 a                     +5.178248 H =      +140.907 eV
 4113.  4113 a                     +5.176308 H =      +140.855 eV
 4112.  4112 a                     +5.172798 H =      +140.759 eV
 4111.  4111 a                     +5.170814 H =      +140.705 eV
 4110.  4110 a                     +5.169184 H =      +140.661 eV
 4109.  4109 a                     +5.165804 H =      +140.569 eV
 4108.  4108 a                     +5.163954 H =      +140.518 eV
 4107.  4107 a                     +5.162360 H =      +140.475 eV
 4106.  4106 a                     +5.158415 H =      +140.368 eV
 4105.  4105 a                     +5.156777 H =      +140.323 eV
 4104.  4104 a                     +5.155094 H =      +140.277 eV
 4103.  4103 a                     +5.153351 H =      +140.230 eV
 4102.  4102 a                     +5.151263 H =      +140.173 eV
 4101.  4101 a                     +5.150656 H =      +140.157 eV
 4100.  4100 a                     +5.148753 H =      +140.105 eV
 4099.  4099 a                     +5.145580 H =      +140.018 eV
 4098.  4098 a                     +5.142763 H =      +139.942 eV
 4097.  4097 a                     +5.142115 H =      +139.924 eV
 4096.  4096 a                     +5.139991 H =      +139.866 eV
 4095.  4095 a                     +5.139202 H =      +139.845 eV
 4094.  4094 a                     +5.138942 H =      +139.838 eV
 4093.  4093 a                     +5.136085 H =      +139.760 eV
 4092.  4092 a                     +5.133150 H =      +139.680 eV
 4091.  4091 a                     +5.132048 H =      +139.650 eV
 4090.  4090 a                     +5.129087 H =      +139.570 eV
 4089.  4089 a                     +5.126515 H =      +139.500 eV
 4088.  4088 a                     +5.125812 H =      +139.481 eV
 4087.  4087 a                     +5.120606 H =      +139.339 eV
 4086.  4086 a                     +5.119064 H =      +139.297 eV
 4085.  4085 a                     +5.116046 H =      +139.215 eV
 4084.  4084 a                     +5.115415 H =      +139.198 eV
 4083.  4083 a                     +5.113648 H =      +139.150 eV
 4082.  4082 a                     +5.112286 H =      +139.112 eV
 4081.  4081 a                     +5.110555 H =      +139.065 eV
 4080.  4080 a                     +5.109083 H =      +139.025 eV
 4079.  4079 a                     +5.105997 H =      +138.941 eV
 4078.  4078 a                     +5.104335 H =      +138.896 eV
 4077.  4077 a                     +5.103357 H =      +138.869 eV
 4076.  4076 a                     +5.099712 H =      +138.770 eV
 4075.  4075 a                     +5.098324 H =      +138.733 eV
 4074.  4074 a                     +5.096803 H =      +138.691 eV
 4073.  4073 a                     +5.094156 H =      +138.619 eV
 4072.  4072 a                     +5.093445 H =      +138.600 eV
 4071.  4071 a                     +5.092311 H =      +138.569 eV
 4070.  4070 a                     +5.090669 H =      +138.524 eV
 4069.  4069 a                     +5.088611 H =      +138.468 eV
 4068.  4068 a                     +5.086997 H =      +138.424 eV
 4067.  4067 a                     +5.085526 H =      +138.384 eV
 4066.  4066 a                     +5.082418 H =      +138.300 eV
 4065.  4065 a                     +5.081505 H =      +138.275 eV
 4064.  4064 a                     +5.080544 H =      +138.249 eV
 4063.  4063 a                     +5.079820 H =      +138.229 eV
 4062.  4062 a                     +5.076668 H =      +138.143 eV
 4061.  4061 a                     +5.075696 H =      +138.117 eV
 4060.  4060 a                     +5.072757 H =      +138.037 eV
 4059.  4059 a                     +5.071410 H =      +138.000 eV
 4058.  4058 a                     +5.068641 H =      +137.925 eV
 4057.  4057 a                     +5.067372 H =      +137.890 eV
 4056.  4056 a                     +5.066338 H =      +137.862 eV
 4055.  4055 a                     +5.064215 H =      +137.804 eV
 4054.  4054 a                     +5.062944 H =      +137.770 eV
 4053.  4053 a                     +5.061095 H =      +137.719 eV
 4052.  4052 a                     +5.059578 H =      +137.678 eV
 4051.  4051 a                     +5.058674 H =      +137.654 eV
 4050.  4050 a                     +5.057358 H =      +137.618 eV
 4049.  4049 a                     +5.056100 H =      +137.584 eV
 4048.  4048 a                     +5.054994 H =      +137.553 eV
 4047.  4047 a                     +5.051830 H =      +137.467 eV
 4046.  4046 a                     +5.050828 H =      +137.440 eV
 4045.  4045 a                     +5.047370 H =      +137.346 eV
 4044.  4044 a                     +5.046382 H =      +137.319 eV
 4043.  4043 a                     +5.045098 H =      +137.284 eV
 4042.  4042 a                     +5.044501 H =      +137.268 eV
 4041.  4041 a                     +5.042823 H =      +137.222 eV
 4040.  4040 a                     +5.042034 H =      +137.201 eV
 4039.  4039 a                     +5.041079 H =      +137.175 eV
 4038.  4038 a                     +5.040119 H =      +137.149 eV
 4037.  4037 a                     +5.037399 H =      +137.075 eV
 4036.  4036 a                     +5.036680 H =      +137.055 eV
 4035.  4035 a                     +5.036262 H =      +137.044 eV
